id,referencenumber,studyunit,datecreated,externalreferencenumber,daterequested,statusdescription,studystatus,statusdate,requesttype,dateassigned,borough,locationtype,mainstreet,crossstreet1,crossstreet2,midblock,removal,visionzero,seasonal,hurricanesandy,schoolhold,consultant,schoolcrossing,targetdate,locationnotes,schoolname,am_count,pm_count,schooldismissal,pedestriancount,gap,speed,compassdirectionone,oldreferencenumber,atr_receivedate,atr_requestdate,warrantdescription,warrantsstudytype,tentativesignalinstalldate,am_count2,pm_count2,midday_count,pedestriancount2,gap2,speed2,compassdirectiontwo,aw_installdate,schoolnumber,findings,signalinstalldate,midday_count2,schooldismissal2,otherstudies,warrantssatisfieddate,otherstudies2
165695,CQ21-1009,ICU,2021-05-19T11:37:03.000,DOT-502969-Q1T9,2021-05-18T00:00:00.000,Study Request Denial,CLOSED,2022-02-07T00:00:00.000,All-Way Stop,2021-12-28T00:00:00.000,Queens,Intersection,CYPRESS AVENUE,CLOVER PLACE,,No,No,No,No,No,No,No,No,2022-05-18T00:00:00.000,,,2022-01-11T00:00:00.000,2022-01-11T00:00:00.000,2022-01-11T00:00:00.000,2022-01-11T00:00:00.000,2022-01-11T00:00:00.000,2022-01-11T00:00:00.000,,CQ17-0639,,,,,,,,2022-01-11T00:00:00.000,,,,,,,,,,,,,
165598,CQ21-0912B,SE,2021-05-05T11:40:02.000,DOT-501387-D4L1,2021-05-05T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2021-05-20T00:00:00.000,Traffic Signal,2021-05-05T00:00:00.000,Queens,Intersection,FOREST AVENUE,67 AVENUE,FAIRVIEW AVENUE,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165554,CQ21-0868B,SE,2021-04-29T16:44:45.000,DOT-500859-N5G3; DOT-532605-C6C1; DOT-535317-B4M2,2021-04-29T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2022-02-10T00:00:00.000,Left Turn Arrow/Signal,2022-01-26T00:00:00.000,Queens,Intersection,METROPOLITAN AVENUE,WOODHAVEN BOULEVARD,,No,No,No,No,No,No,No,No,2022-04-14T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165477,CQ21-0791,ICU,2021-04-26T09:29:52.000,DOT-500172-N2N6,2021-04-23T00:00:00.000,Study Request Denial,CLOSED,2021-10-18T00:00:00.000,All-Way Stop,2021-08-16T00:00:00.000,Queens,Intersection,69 STREET,55 AVENUE,,No,No,No,No,No,No,No,No,,,,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,,CQ17-2795,2021-09-28T00:00:00.000,2021-08-31T00:00:00.000,,,,,,2021-08-25T00:00:00.000,,,,,,,,,,,,,
165435,CQ21-0749,ICU,2021-04-21T10:38:41.000,DOT-499118-Z8F9,2021-04-20T00:00:00.000,Signal Approval,CLOSED,2022-07-12T00:00:00.000,Traffic Signal,2021-08-09T00:00:00.000,Queens,Intersection,69 LANE,LONG ISLAND EXPRESSWAY,,No,No,No,No,No,No,No,No,,,,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,,,2021-10-05T00:00:00.000,2021-09-14T00:00:00.000,Warrant 1B - Eight-Hour Vehicular Volume,Traffic Signal,,,,2021-08-25T00:00:00.000,,,,,,,,2023-06-01T00:00:00.000,,,,,
165435,CQ21-0749,ICU,2021-04-21T10:38:41.000,DOT-499118-Z8F9,2021-04-20T00:00:00.000,Signal Approval,CLOSED,2022-07-12T00:00:00.000,Traffic Signal,2021-08-09T00:00:00.000,Queens,Intersection,69 LANE,LONG ISLAND EXPRESSWAY,,No,No,No,No,No,No,No,No,,,,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,,,2021-10-05T00:00:00.000,2021-09-14T00:00:00.000,Warrant 2 - Four-Hour Vehicular Volume,Traffic Signal,,,,2021-08-25T00:00:00.000,,,,,,,,2023-06-01T00:00:00.000,,,,,
165435,CQ21-0749,ICU,2021-04-21T10:38:41.000,DOT-499118-Z8F9,2021-04-20T00:00:00.000,Signal Approval,CLOSED,2022-07-12T00:00:00.000,Traffic Signal,2021-08-09T00:00:00.000,Queens,Intersection,69 LANE,LONG ISLAND EXPRESSWAY,,No,No,No,No,No,No,No,No,,,,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,2021-08-25T00:00:00.000,,,2021-10-05T00:00:00.000,2021-09-14T00:00:00.000,Warrant 3 - Peak Hour,Traffic Signal,,,,2021-08-25T00:00:00.000,,,,,,,,2023-06-01T00:00:00.000,,,,,
165434,CQ21-0748B,SE,2021-04-21T10:31:43.000,DOT-499535-F9J4,2021-04-21T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2021-10-04T00:00:00.000,Traffic Signal,2021-04-21T00:00:00.000,Queens,Stretch,FRESH POND ROAD,MENAHAN STREET,GROVE STREET,No,No,No,No,No,No,No,No,2021-06-01T00:00:00.000,,,,,,,,,N,,,,,,,,,,,,,S,,,,,,,,,
165408,CQ21-0722,ICU,2021-04-20T09:33:55.000,DOT-498579-N1W1,2021-04-16T00:00:00.000,Study Request Denial,CLOSED,2022-01-24T00:00:00.000,Traffic Signal,2021-08-09T00:00:00.000,Queens,Intersection,74 STREET,MYRTLE AVENUE,,No,No,No,No,No,No,No,No,,,,2021-09-23T00:00:00.000,2021-09-23T00:00:00.000,2021-09-23T00:00:00.000,2021-09-23T00:00:00.000,2021-09-23T00:00:00.000,2021-09-23T00:00:00.000,,CQ16-2204,2021-10-27T00:00:00.000,2021-09-29T00:00:00.000,,,,,,2021-09-23T00:00:00.000,,,,,,,,,,,,,
165394,CQ21-0708APS,ICU,2021-04-16T08:59:42.000,,2021-04-16T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-04-16T00:00:00.000,Accessible Pedestrian Signal,2021-04-16T00:00:00.000,Queens,Intersection,METROPOLITAN AVENUE,AUBREY AVENUE,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165300,CQ21-0614,ICU,2021-04-07T09:33:43.000,DOT-497430-W0Y3; DOT-565662-F8B7,2021-04-06T00:00:00.000,Study Request Denial,CLOSED,2021-09-27T00:00:00.000,All-Way Stop,2021-08-09T00:00:00.000,Queens,Intersection,60 AVENUE,71 STREET,,No,No,No,No,No,No,No,No,,,,2021-08-13T00:00:00.000,2021-08-13T00:00:00.000,2021-08-13T00:00:00.000,2021-08-13T00:00:00.000,2021-08-13T00:00:00.000,2021-08-13T00:00:00.000,,CQ18-0914,,,,,,,,2021-08-13T00:00:00.000,,,,,,,,,,,,,
165265,CQ21-0579,ICU,2021-03-30T15:45:26.000,DOT-496638-V3Z2,2021-03-29T00:00:00.000,Study Request Denial,CLOSED,2021-10-04T00:00:00.000,All-Way Stop,2021-08-04T00:00:00.000,Queens,Intersection,BROWN PLACE,58 AVENUE,BROWN PLACE,No,No,No,No,No,No,No,No,,,,2021-08-16T00:00:00.000,2021-08-16T00:00:00.000,2021-08-16T00:00:00.000,2021-08-16T00:00:00.000,2021-08-16T00:00:00.000,2021-08-16T00:00:00.000,N,CQ06-1480,,,,,,,,2021-08-16T00:00:00.000,,,,,,,,,,,,,
165263,CQ21-0577,ICU,2021-03-30T13:57:03.000,DOT-496744-X8J1,2021-03-30T00:00:00.000,Study Request Denial,CLOSED,2021-10-12T00:00:00.000,Traffic Signal,2021-08-04T00:00:00.000,Queens,Intersection,CENTRE STREET,WYCKOFF AVENUE,WYCKOFF AVENUE - Duplicate Street Name,No,No,No,No,No,No,No,No,,,,2021-09-09T00:00:00.000,2021-09-09T00:00:00.000,2021-09-09T00:00:00.000,2021-09-09T00:00:00.000,2021-09-09T00:00:00.000,2021-09-09T00:00:00.000,,,,,,,,,,2021-09-09T00:00:00.000,,,,,,,,,,,,,
165251,CQ21-0565APS,ICU,2021-03-29T10:43:01.000,,2021-03-29T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-03-29T00:00:00.000,Accessible Pedestrian Signal,2021-03-29T00:00:00.000,Queens,Intersection,FRESH POND ROAD,60 ROAD,,No,No,No,No,No,No,No,No,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,
165243,CQ21-0557,ICU,2021-03-26T13:23:53.000,DOT-496256-N5G6; DOT-504829-C5S9; DOT-521555-Z9K4; DOT-551574-K4J1; DOT-616194-B3G1; DOT-616281-P2B5; DOT-616904-S7X4; DOT-622560-H2R1,2021-03-26T00:00:00.000,Study Request Denial,CLOSED,2021-10-25T00:00:00.000,All-Way Stop,2021-08-04T00:00:00.000,Queens,Intersection,60 STREET,67 AVENUE,,No,No,No,No,No,No,No,Yes,,,PUCHATEK DAYCARE,2021-09-16T00:00:00.000,2021-09-16T00:00:00.000,2021-09-16T00:00:00.000,2021-09-16T00:00:00.000,2021-09-16T00:00:00.000,2021-09-16T00:00:00.000,N,CQ11-1980,,,,,,,,2021-09-16T00:00:00.000,,,,,,,,,,,,,
164128,CQ21-0425B,SE,2021-03-04T13:29:46.000,DOT-492792-W5X2,2021-03-04T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2021-09-13T00:00:00.000,Left Turn Arrow/Signal,2021-03-04T00:00:00.000,Queens,Intersection,FLUSHING AVENUE,ONDERDONK AVENUE,,No,No,No,No,No,No,No,No,2021-06-21T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164094,CQ21-0391B,SE,2021-02-25T10:30:46.000,DOT-492360-J2Z8; DOT-523758-D2Q1,2021-02-25T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2021-10-18T00:00:00.000,Left Turn Arrow/Signal,2021-10-26T00:00:00.000,Queens,Intersection,METROPOLITAN AVENUE,FLUSHING AVENUE,,No,No,No,No,No,No,No,No,2021-06-16T00:00:00.000,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,
164090,CQ21-0387B,SE,2021-02-25T10:15:45.000,DOT-492039-V5P8,2021-02-25T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2022-05-25T00:00:00.000,Traffic Signal Removal,2021-02-25T00:00:00.000,Queens,Intersection,MYRTLE AVENUE,FOREST AVENUE,GEORGE STREET,No,No,No,No,No,No,No,No,2021-05-14T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164006,CQ21-0303APS,ICU,2021-02-12T16:58:32.000,,2021-02-12T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-02-12T00:00:00.000,Accessible Pedestrian Signal,2021-02-12T00:00:00.000,Queens,Intersection,METROPOLITAN AVENUE,55 STREET,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163964,CQ21-0261,ICU,2021-02-10T10:44:38.000,DOT-491091-C6L1,2021-02-09T00:00:00.000,Study Request Denial,CLOSED,2021-10-04T00:00:00.000,All-Way Stop,2021-07-15T00:00:00.000,Queens,Intersection,82 PLACE,PENELOPE AVENUE,,No,No,No,No,No,No,No,No,,,,2021-08-20T00:00:00.000,2021-08-20T00:00:00.000,2021-08-20T00:00:00.000,2021-08-20T00:00:00.000,2021-08-20T00:00:00.000,2021-08-20T00:00:00.000,,CQ16-2289,,,,,,,,2021-08-20T00:00:00.000,,,,,,,,,,,,,
163959,CQ21-0256,ICU,2021-02-09T10:56:21.000,DOT-490385-Q5C1,2021-02-08T00:00:00.000,Study Request Denial,CLOSED,2021-08-16T00:00:00.000,All-Way Stop,2021-07-15T00:00:00.000,Queens,Intersection,59 STREET,59 AVENUE,,No,No,No,No,No,No,No,No,,,,2021-07-16T00:00:00.000,2021-07-16T00:00:00.000,2021-07-16T00:00:00.000,2021-07-16T00:00:00.000,2021-07-16T00:00:00.000,2021-07-16T00:00:00.000,,,,,,,,,,2021-07-16T00:00:00.000,,,,,,,,,,,,,
162932,CQ21-0215,ICU,2021-02-01T13:14:47.000,DOT-490028-M8S9,2021-02-01T00:00:00.000,Study Request Denial,CLOSED,2021-08-16T00:00:00.000,Traffic Signal,2021-07-08T00:00:00.000,Queens,Intersection,METROPOLITAN AVENUE,64 STREET,,No,No,No,No,No,No,No,No,,,,2021-07-13T00:00:00.000,2021-07-13T00:00:00.000,2021-07-13T00:00:00.000,2021-07-13T00:00:00.000,2021-07-13T00:00:00.000,2021-07-13T00:00:00.000,,CQ14-1614-I2,,,,,,,,2021-07-13T00:00:00.000,,,,,,,,,,,,,
162922,CQ21-0205APS,ICU,2021-01-29T16:26:27.000,,2021-01-29T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-29T00:00:00.000,Accessible Pedestrian Signal,2021-01-29T00:00:00.000,Queens,Intersection,GRAND AVENUE,73 STREET,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162921,CQ21-0204APS,ICU,2021-01-29T14:55:09.000,,2021-01-29T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-29T00:00:00.000,Accessible Pedestrian Signal,2021-01-29T00:00:00.000,Queens,Intersection,GRAND AVENUE,72 STREET,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162920,CQ21-0203APS,ICU,2021-01-29T14:52:04.000,,2021-01-29T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-29T00:00:00.000,Accessible Pedestrian Signal,2021-01-29T00:00:00.000,Queens,Intersection,GRAND AVENUE,72 PLACE,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162919,CQ21-0202APS,ICU,2021-01-29T14:50:46.000,,2021-01-29T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-29T00:00:00.000,Accessible Pedestrian Signal,2021-01-29T00:00:00.000,Queens,Intersection,GRAND AVENUE,71 STREET,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162918,CQ21-0201APS,ICU,2021-01-29T13:59:10.000,,2021-01-29T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-29T00:00:00.000,Accessible Pedestrian Signal,2021-01-29T00:00:00.000,Queens,Intersection,GRAND AVENUE,61 STREET,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162916,CQ21-0199APS,ICU,2021-01-29T13:53:06.000,,2021-01-29T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-29T00:00:00.000,Accessible Pedestrian Signal,2021-01-29T00:00:00.000,Queens,Intersection,FRESH PD ROAD,PALMETTO STREET,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162915,CQ21-0198APS,ICU,2021-01-29T13:50:48.000,,2021-01-29T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-29T00:00:00.000,Accessible Pedestrian Signal,2021-01-29T00:00:00.000,Queens,Intersection,FRESH POND ROAD,MADISON STREET,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162911,CQ21-0194,ICU,2021-01-29T10:53:14.000,DOT-489076-V6Q1,2021-01-29T00:00:00.000,A/W Approval,CLOSED,2021-08-23T00:00:00.000,All-Way Stop,2021-07-08T00:00:00.000,Queens,Intersection,PALMETTO STREET,60 PLACE,,No,No,No,No,No,No,No,No,,,,2021-07-29T00:00:00.000,2021-07-29T00:00:00.000,2021-07-29T00:00:00.000,2021-07-29T00:00:00.000,2021-07-29T00:00:00.000,2021-07-29T00:00:00.000,,CQ17-2685,,,Warrant 5 - Engineering Judgement,All-Way,,,,2021-07-29T00:00:00.000,,,,,2021-09-02T00:00:00.000,,,,,,,,
162825,CQ21-0108APS,ICU,2021-01-21T12:36:55.000,,2021-01-21T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-21T00:00:00.000,Accessible Pedestrian Signal,2021-01-21T00:00:00.000,Queens,Intersection,FRESH POND ROAD,LINDEN STREET,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162824,CQ21-0107APS,ICU,2021-01-21T12:31:35.000,,2021-01-21T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-21T00:00:00.000,Accessible Pedestrian Signal,2021-01-21T00:00:00.000,Queens,Intersection,FRESH POND ROAD,GROVE STREET,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162823,CQ21-0106APS,ICU,2021-01-21T12:29:57.000,,2021-01-21T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-21T00:00:00.000,Accessible Pedestrian Signal,2021-01-21T00:00:00.000,Queens,Intersection,FRESH POND ROAD,GATES AVENUE,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162822,CQ21-0105APS,ICU,2021-01-21T12:27:23.000,,2021-01-21T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-21T00:00:00.000,Accessible Pedestrian Signal,2021-01-21T00:00:00.000,Queens,Intersection,FRESH POND ROAD,CATALPA AVENUE,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162821,CQ21-0104APS,ICU,2021-01-21T12:25:47.000,,2021-01-21T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-21T00:00:00.000,Accessible Pedestrian Signal,2021-01-21T00:00:00.000,Queens,Intersection,FRESH POND ROAD,71 AVENUE,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162820,CQ21-0103APS,ICU,2021-01-21T12:24:43.000,,2021-01-21T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-21T00:00:00.000,Accessible Pedestrian Signal,2021-01-21T00:00:00.000,Queens,Intersection,FRESH POND ROAD,70 AVENUE,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162819,CQ21-0102APS,ICU,2021-01-21T12:23:13.000,,2021-01-21T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-21T00:00:00.000,Accessible Pedestrian Signal,2021-01-21T00:00:00.000,Queens,Intersection,FRESH POND ROAD,68 ROAD,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162815,CQ21-0098APS,ICU,2021-01-20T10:31:25.000,,2021-01-20T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-20T00:00:00.000,Accessible Pedestrian Signal,2021-01-20T00:00:00.000,Queens,Intersection,FRESH POND ROAD,68 AVENUE,,No,No,No,No,No,No,No,No,,,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,
162814,CQ21-0097APS,ICU,2021-01-20T10:29:36.000,,2021-01-20T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-20T00:00:00.000,Accessible Pedestrian Signal,2021-01-20T00:00:00.000,Queens,Intersection,FRESH POND ROAD,67 AVENUE,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162812,CQ21-0095APS,ICU,2021-01-20T10:24:47.000,,2021-01-20T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-20T00:00:00.000,Accessible Pedestrian Signal,2021-01-20T00:00:00.000,Queens,Intersection,FRESH POND ROAD,60 AVENUE,,No,No,No,No,No,No,No,No,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,
162809,CQ21-0092APS,ICU,2021-01-20T10:08:36.000,,2021-01-20T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-20T00:00:00.000,Accessible Pedestrian Signal,2021-01-20T00:00:00.000,Queens,Intersection,FOREST AVENUE,WOODBINE STREET,,No,No,No,No,No,No,No,No,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,
162802,CQ21-0085APS,ICU,2021-01-13T11:14:59.000,,2021-01-13T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-13T00:00:00.000,Accessible Pedestrian Signal,2021-01-13T00:00:00.000,Queens,Intersection,FOREST AVENUE,CATALPA AVENUE,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162801,CQ21-0084APS,ICU,2021-01-13T11:11:48.000,,2021-01-13T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-13T00:00:00.000,Accessible Pedestrian Signal,2021-01-13T00:00:00.000,Queens,Intersection,FOREST AVENUE,BLEECKER STREET,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162800,CQ21-0083APS,ICU,2021-01-13T11:10:49.000,,2021-01-13T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-13T00:00:00.000,Accessible Pedestrian Signal,2021-01-13T00:00:00.000,Queens,Intersection,FLUSHING AVENUE,61 STREET,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162797,CQ21-0080APS,ICU,2021-01-13T11:01:59.000,,2021-01-13T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-13T00:00:00.000,Accessible Pedestrian Signal,2021-01-13T00:00:00.000,Queens,Intersection,DRY HARBOR ROAD,PENELOPE AVENUE,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162750,CQ21-0033APS,ICU,2021-01-07T10:14:04.000,,2021-01-07T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-07T00:00:00.000,Accessible Pedestrian Signal,2021-01-07T00:00:00.000,Queens,Intersection,DECATUR STREET,SENECA AVENUE,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162749,CQ21-0032APS,ICU,2021-01-07T10:12:37.000,,2021-01-07T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-07T00:00:00.000,Accessible Pedestrian Signal,2021-01-07T00:00:00.000,Queens,Intersection,CYPRESS AVENUE,WEIRFIELD STREET,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161743,CQ21-0022APS,ICU,2021-01-05T11:15:46.000,,2021-01-05T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-05T00:00:00.000,Accessible Pedestrian Signal,2021-01-05T00:00:00.000,Queens,Intersection,CYPRESS AVENUE,STOCKHOLM STREET,CYPRESS AVENUE - Duplicate Street Name,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161742,CQ21-0021,ICU,2021-01-05T11:14:53.000,,2021-01-05T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-05T00:00:00.000,Accessible Pedestrian Signal,2021-01-05T00:00:00.000,Queens,Intersection,CYPRESS AVENUE,MENAHAN STREET,CYPRESS AVENUE - Duplicate Street Name,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161741,CQ21-0020APS,ICU,2021-01-05T11:13:47.000,,2021-01-05T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-05T00:00:00.000,Accessible Pedestrian Signal,2021-01-05T00:00:00.000,Queens,Intersection,CYPRESS AVENUE,HANCOCK STREET,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161740,CQ21-0019APS,ICU,2021-01-05T11:12:49.000,,2021-01-05T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-05T00:00:00.000,Accessible Pedestrian Signal,2021-01-05T00:00:00.000,Queens,Intersection,CYPRESS AVENUE,GEORGE STREET,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161739,CQ21-0018APS,ICU,2021-01-05T11:11:41.000,,2021-01-05T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-05T00:00:00.000,Accessible Pedestrian Signal,2021-01-05T00:00:00.000,Queens,Intersection,CYPRESS AVENUE,DECATUR STREET,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161738,CQ21-0017APS,ICU,2021-01-05T11:09:30.000,,2021-01-05T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-05T00:00:00.000,Accessible Pedestrian Signal,2021-01-05T00:00:00.000,Queens,Intersection,CYPRESS AVENUE,CENTRE STREET,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161727,CQ21-0006APS,ICU,2021-01-04T10:40:25.000,,2021-01-04T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2021-01-04T00:00:00.000,Accessible Pedestrian Signal,2021-01-04T00:00:00.000,Queens,Intersection,CYPRESS AVENUE,BLEECKER STREET,BLEECKER STREET - Duplicate Street Name,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159639,CQ20-2509B,SE,2020-12-08T13:30:23.000,DOT-483846-M1Z1,2020-12-08T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2021-01-19T00:00:00.000,Traffic Signal,2020-12-08T00:00:00.000,Queens,Intersection,GRAND AVENUE,74 STREET,,No,No,No,No,No,No,No,No,2020-12-04T00:00:00.000,,,,,,,,,W,,,,,,,,,,,,,,,,,,,,,,
159637,CQ20-2507B,SE,2020-12-08T13:23:08.000,DOT-483896-G1P9,2020-12-08T00:00:00.000,Engineering Study Completed     (Signals Engineering),CLOSED,2021-12-09T00:00:00.000,Leading Pedestrian Interval,2020-12-08T00:00:00.000,Queens,Intersection,WOODHAVEN BOULEVARD,UNION TURNPIKE,,No,No,No,No,No,No,No,No,2021-03-26T00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159593,CQ20-2463,ICU,2020-12-04T15:39:57.000,DOT-483921-R2R5,2020-12-04T00:00:00.000,Study Request Denial,CLOSED,2021-07-06T00:00:00.000,All-Way Stop,2021-06-09T00:00:00.000,Queens,Intersection,53 DRIVE,67 STREET,,No,No,No,No,No,No,No,No,,,,2021-06-22T00:00:00.000,2021-06-22T00:00:00.000,2021-06-22T00:00:00.000,2021-06-22T00:00:00.000,2021-06-22T00:00:00.000,2021-06-22T00:00:00.000,,,,,,,,,,2021-06-22T00:00:00.000,,,,,,,,,,,,,
158570,CQ20-2421APS,ICU,2020-12-01T14:08:26.000,,2020-12-01T00:00:00.000,APS Ranking Completed; Awaiting Design,CLOSED,2020-12-01T00:00:00.000,Accessible Pedestrian Signal,2020-12-01T00:00:00.000,Queens,Intersection,MASPETH AVENUE,PAGE PLACE,,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
